
"{'pieces': [{'type': 'KING', 'color': 'black', 'position': (0, 4)}, {'type': 'FARM', 'color': 'black', 'position': (1, 4)}, {'type': 'PAWN', 'color': 'white', 'position': (3, 2)}, {'type': 'FARM', 'color': 'white', 'position': (4, 2)}, {'type': 'KING', 'color': 'white', 'position': (4, 3)}], 'action_points': {'white': 1, 'black': 2}, 'turn': 'white'}","{'action': 'place_pawn', 'parameters': {'row': 3, 'col': 2}}",in_progress
"{'pieces': [{'type': 'KING', 'color': 'black', 'position': (0, 4)}, {'type': 'FARM', 'color': 'black', 'position': (1, 4)}, {'type': 'PAWN', 'color': 'black', 'position': (2, 4)}, {'type': 'PAWN', 'color': 'white', 'position': (3, 2)}, {'type': 'FARM', 'color': 'white', 'position': (4, 2)}, {'type': 'KING', 'color': 'white', 'position': (4, 3)}], 'action_points': {'white': 2, 'black': 2}, 'turn': 'black'}","{'action': 'place_pawn', 'parameters': {'row': 2, 'col': 4}}",in_progress
"{'pieces': [{'type': 'KING', 'color': 'black', 'position': (0, 4)}, {'type': 'FARM', 'color': 'black', 'position': (1, 4)}, {'type': 'PAWN', 'color': 'black', 'position': (2, 4)}, {'type': 'PAWN', 'color': 'white', 'position': (3, 1)}, {'type': 'PAWN', 'color': 'white', 'position': (3, 2)}, {'type': 'FARM', 'color': 'white', 'position': (4, 2)}, {'type': 'KING', 'color': 'white', 'position': (4, 3)}], 'action_points': {'white': 2, 'black': 3}, 'turn': 'white'}","{'action': 'place_pawn', 'parameters': {'row': 3, 'col': 1}}",in_progress
"{'pieces': [{'type': 'PAWN', 'color': 'black', 'position': (0, 3)}, {'type': 'KING', 'color': 'black', 'position': (0, 4)}, {'type': 'FARM', 'color': 'black', 'position': (1, 4)}, {'type': 'PAWN', 'color': 'black', 'position': (2, 4)}, {'type': 'PAWN', 'color': 'white', 'position': (3, 1)}, {'type': 'PAWN', 'color': 'white', 'position': (3, 2)}, {'type': 'FARM', 'color': 'white', 'position': (4, 2)}, {'type': 'KING', 'color': 'white', 'position': (4, 3)}], 'action_points': {'white': 3, 'black': 0}, 'turn': 'black'}","{'action': 'place_pawn', 'parameters': {'row': 0, 'col': 3}}",in_progress
"{'pieces': [{'type': 'PAWN', 'color': 'black', 'position': (0, 3)}, {'type': 'KING', 'color': 'black', 'position': (0, 4)}, {'type': 'PAWN', 'color': 'black', 'position': (0, 5)}, {'type': 'FARM', 'color': 'black', 'position': (1, 4)}, {'type': 'PAWN', 'color': 'black', 'position': (2, 4)}, {'type': 'PAWN', 'color': 'white', 'position': (3, 1)}, {'type': 'PAWN', 'color': 'white', 'position': (3, 2)}, {'type': 'FARM', 'color': 'white', 'position': (4, 2)}, {'type': 'KING', 'color': 'white', 'position': (4, 3)}], 'action_points': {'white': 3, 'black': 0}, 'turn': 'black'}","{'action': 'place_pawn', 'parameters': {'row': 0, 'col': 5}}",in_progress
"{'pieces': [{'type': 'PAWN', 'color': 'black', 'position': (0, 3)}, {'type': 'KING', 'color': 'black', 'position': (0, 4)}, {'type': 'PAWN', 'color': 'black', 'position': (0, 5)}, {'type': 'FARM', 'color': 'black', 'position': (1, 4)}, {'type': 'PAWN', 'color': 'black', 'position': (2, 4)}, {'type': 'PAWN', 'color': 'white', 'position': (3, 1)}, {'type': 'FARM', 'color': 'white', 'position': (3, 2)}, {'type': 'FARM', 'color': 'white', 'position': (4, 2)}, {'type': 'KING', 'color': 'white', 'position': (4, 3)}], 'action_points': {'white': 0, 'black': 1}, 'turn': 'white'}","{'action': 'upgrade_pawn', 'parameters': {'row': 3, 'col': 2, 'to': 'FARM'}}",in_progress
"{'pieces': [{'type': 'PAWN', 'color': 'black', 'position': (0, 3)}, {'type': 'KING', 'color': 'black', 'position': (0, 4)}, {'type': 'PAWN', 'color': 'black', 'position': (0, 5)}, {'type': 'FARM', 'color': 'black', 'position': (1, 4)}, {'type': 'PAWN', 'color': 'black', 'position': (2, 4)}, {'type': 'PAWN', 'color': 'white', 'position': (3, 1)}, {'type': 'FARM', 'color': 'white', 'position': (3, 2)}, {'type': 'FARM', 'color': 'white', 'position': (4, 2)}, {'type': 'KING', 'color': 'white', 'position': (4, 3)}, {'type': 'PAWN', 'color': 'white', 'position': (5, 3)}], 'action_points': {'white': 0, 'black': 1}, 'turn': 'white'}","{'action': 'place_pawn', 'parameters': {'row': 5, 'col': 3}}",in_progress
"{'pieces': [{'type': 'PAWN', 'color': 'black', 'position': (0, 3)}, {'type': 'KING', 'color': 'black', 'position': (0, 4)}, {'type': 'SHIELD', 'color': 'black', 'position': (0, 5)}, {'type': 'FARM', 'color': 'black', 'position': (1, 4)}, {'type': 'PAWN', 'color': 'black', 'position': (2, 4)}, {'type': 'PAWN', 'color': 'white', 'position': (3, 1)}, {'type': 'FARM', 'color': 'white', 'position': (3, 2)}, {'type': 'FARM', 'color': 'white', 'position': (4, 2)}, {'type': 'KING', 'color': 'white', 'position': (4, 3)}, {'type': 'PAWN', 'color': 'white', 'position': (5, 3)}], 'action_points': {'white': 2, 'black': 1}, 'turn': 'black'}","{'action': 'upgrade_pawn', 'parameters': {'row': 0, 'col': 5, 'to': 'SHIELD'}}",in_progress
"{'pieces': [{'type': 'PAWN', 'color': 'black', 'position': (0, 3)}, {'type': 'KING', 'color': 'black', 'position': (0, 4)}, {'type': 'SHIELD', 'color': 'black', 'position': (0, 5)}, {'type': 'FARM', 'color': 'black', 'position': (1, 4)}, {'type': 'PAWN', 'color': 'black', 'position': (2, 4)}, {'type': 'PAWN', 'color': 'white', 'position': (3, 1)}, {'type': 'FARM', 'color': 'white', 'position': (3, 2)}, {'type': 'FARM', 'color': 'white', 'position': (4, 2)}, {'type': 'KING', 'color': 'white', 'position': (4, 3)}, {'type': 'TURRET', 'color': 'white', 'position': (5, 3)}], 'action_points': {'white': 2, 'black': 2}, 'turn': 'white'}","{'action': 'upgrade_pawn', 'parameters': {'row': 5, 'col': 3, 'to': 'TURRET'}}",in_progress
"{'pieces': [{'type': 'PAWN', 'color': 'black', 'position': (0, 3)}, {'type': 'KING', 'color': 'black', 'position': (0, 4)}, {'type': 'SHIELD', 'color': 'black', 'position': (0, 5)}, {'type': 'FARM', 'color': 'black', 'position': (1, 4)}, {'type': 'PAWN', 'color': 'black', 'position': (1, 5)}, {'type': 'PAWN', 'color': 'black', 'position': (2, 4)}, {'type': 'PAWN', 'color': 'white', 'position': (3, 1)}, {'type': 'FARM', 'color': 'white', 'position': (3, 2)}, {'type': 'FARM', 'color': 'white', 'position': (4, 2)}, {'type': 'KING', 'color': 'white', 'position': (4, 3)}, {'type': 'TURRET', 'color': 'white', 'position': (5, 3)}], 'action_points': {'white': 4, 'black': 2}, 'turn': 'black'}","{'action': 'place_pawn', 'parameters': {'row': 1, 'col': 5}}",in_progress
"{'pieces': [{'type': 'PAWN', 'color': 'black', 'position': (0, 3)}, {'type': 'KING', 'color': 'black', 'position': (0, 4)}, {'type': 'SHIELD', 'color': 'black', 'position': (0, 5)}, {'type': 'FARM', 'color': 'black', 'position': (1, 4)}, {'type': 'PAWN', 'color': 'black', 'position': (1, 5)}, {'type': 'PAWN', 'color': 'black', 'position': (2, 4)}, {'type': 'PAWN', 'color': 'white', 'position': (3, 1)}, {'type': 'FARM', 'color': 'white', 'position': (3, 2)}, {'type': 'FARM', 'color': 'white', 'position': (4, 2)}, {'type': 'KING', 'color': 'white', 'position': (4, 3)}, {'type': 'PAWN', 'color': 'white', 'position': (4, 4)}, {'type': 'TURRET', 'color': 'white', 'position': (5, 3)}], 'action_points': {'white': 1, 'black': 3}, 'turn': 'white'}","{'action': 'place_pawn', 'parameters': {'row': 4, 'col': 4}}",in_progress
